Dataset,Familia,Modelo,Tamaño,Semilla,Serializacion,Estrategia,Shots,Tiempo carga (s),Tiempo seleccion (s),Tiempo inferencia (s),Accuracy,Precision,Recall,F1-score,Muestras,Invalidas
Heart,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,27182,List,Few-shot-rag,1,4.13,0.0,0.3232,0.5111,0.3729,0.7586,0.5,90,0
Heart,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,11235,List,Few-shot-rag,1,4.13,0.0,0.3172,0.6444,0.4694,0.7931,0.5897,90,0
Heart,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,16180,List,Few-shot-rag,1,4.13,0.0,0.3172,0.5111,0.377,0.7931,0.5111,90,0
Heart,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,27182,List,Few-shot-rag,2,4.13,0.0,0.3448,0.5889,0.4231,0.7586,0.5432,90,0
Heart,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,11235,List,Few-shot-rag,2,4.13,0.0,0.3456,0.6444,0.4681,0.7586,0.5789,90,0
Heart,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,16180,List,Few-shot-rag,2,4.13,0.0,0.3442,0.6222,0.4545,0.8621,0.5952,90,0
Heart,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,27182,List,Few-shot-rag,4,4.13,0.0,0.424,0.6778,0.5,0.7241,0.5915,90,0
Heart,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,11235,List,Few-shot-rag,4,4.13,0.0,0.4241,0.6889,0.5098,0.8966,0.65,90,0
Heart,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,16180,List,Few-shot-rag,4,4.13,0.0,0.4243,0.6222,0.4528,0.8276,0.5854,90,0
Heart,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,27182,List,Few-shot-rag,8,4.13,0.0,0.5689,0.6556,0.4762,0.6897,0.5634,90,0
Heart,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,11235,List,Few-shot-rag,8,4.13,0.0,0.5686,0.7111,0.5333,0.8276,0.6486,90,0
Heart,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,16180,List,Few-shot-rag,8,4.13,0.0,0.569,0.6556,0.4792,0.7931,0.5974,90,0
Heart,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,27182,Text,Few-shot-rag,1,4.13,0.0,0.3178,0.5556,0.4,0.7586,0.5238,90,0
Heart,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,11235,Text,Few-shot-rag,1,4.13,0.0,0.3173,0.6111,0.4444,0.8276,0.5783,90,0
Heart,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,16180,Text,Few-shot-rag,1,4.13,0.0,0.3174,0.5333,0.386,0.7586,0.5116,90,0
Heart,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,27182,Text,Few-shot-rag,2,4.13,0.0,0.3449,0.6,0.4314,0.7586,0.55,90,0
Heart,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,11235,Text,Few-shot-rag,2,4.13,0.0,0.3449,0.6667,0.4909,0.931,0.6429,90,0
Heart,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,16180,Text,Few-shot-rag,2,4.13,0.0,0.3451,0.5778,0.4151,0.7586,0.5366,90,0
Heart,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,27182,Text,Few-shot-rag,4,4.13,0.0,0.4239,0.6556,0.4792,0.7931,0.5974,90,0
Heart,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,11235,Text,Few-shot-rag,4,4.13,0.0,0.424,0.6889,0.5102,0.8621,0.641,90,0
Heart,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,16180,Text,Few-shot-rag,4,4.13,0.0,0.4241,0.5667,0.4074,0.7586,0.5301,90,0
Heart,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,27182,Text,Few-shot-rag,8,4.13,0.0,0.569,0.6889,0.5116,0.7586,0.6111,90,0
Heart,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,11235,Text,Few-shot-rag,8,4.13,0.0,0.5683,0.7,0.5227,0.7931,0.6301,90,0
Heart,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,16180,Text,Few-shot-rag,8,4.13,0.0,0.5689,0.6111,0.4423,0.7931,0.5679,90,0
Heart,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,27182,List,Few-shot-rag,1,5.85,0.0,0.6386,0.6889,0.5122,0.7241,0.6,90,0
Heart,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,11235,List,Few-shot-rag,1,5.85,0.0,0.6242,0.7333,0.5676,0.7241,0.6364,90,0
Heart,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,16180,List,Few-shot-rag,1,5.85,0.0,0.6322,0.6667,0.4894,0.7931,0.6053,90,0
Heart,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,27182,List,Few-shot-rag,2,5.85,0.0,0.7374,0.7111,0.5484,0.5862,0.5667,90,0
Heart,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,11235,List,Few-shot-rag,2,5.85,0.0,0.7332,0.7222,0.5588,0.6552,0.6032,90,0
Heart,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,16180,List,Few-shot-rag,2,5.85,0.0,0.7413,0.7111,0.5349,0.7931,0.6389,90,0
Heart,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,27182,List,Few-shot-rag,4,5.85,0.0,0.8872,0.7778,0.6452,0.6897,0.6667,90,0
Heart,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,11235,List,Few-shot-rag,4,5.85,0.0,0.8685,0.7444,0.5882,0.6897,0.6349,90,0
Heart,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,16180,List,Few-shot-rag,4,5.85,0.0,0.8766,0.6889,0.5128,0.6897,0.5882,90,0
Heart,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,27182,List,Few-shot-rag,8,5.85,0.0,1.2152,0.7111,0.5484,0.5862,0.5667,90,0
Heart,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,11235,List,Few-shot-rag,8,5.85,0.0,1.2249,0.8111,0.7,0.7241,0.7119,90,0
Heart,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,16180,List,Few-shot-rag,8,5.85,0.0,1.2212,0.7667,0.6053,0.7931,0.6866,90,0
Heart,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,27182,Text,Few-shot-rag,1,5.85,0.0,0.608,0.6333,0.4583,0.7586,0.5714,90,0
Heart,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,11235,Text,Few-shot-rag,1,5.85,0.0,0.6158,0.6778,0.5,0.7931,0.6133,90,0
Heart,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,16180,Text,Few-shot-rag,1,5.85,0.0,0.6119,0.6333,0.463,0.8621,0.6024,90,0
Heart,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,27182,Text,Few-shot-rag,2,5.85,0.0,0.7189,0.7,0.5278,0.6552,0.5846,90,0
Heart,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,11235,Text,Few-shot-rag,2,5.85,0.0,0.723,0.7444,0.5833,0.7241,0.6462,90,0
Heart,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,16180,Text,Few-shot-rag,2,5.85,0.0,0.7251,0.7,0.5238,0.7586,0.6197,90,0
Heart,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,27182,Text,Few-shot-rag,4,5.85,0.0,0.8886,0.7222,0.5588,0.6552,0.6032,90,0
Heart,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,11235,Text,Few-shot-rag,4,5.85,0.0,0.8881,0.7,0.5333,0.5517,0.5424,90,0
Heart,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,16180,Text,Few-shot-rag,4,5.85,0.0,0.8989,0.7222,0.55,0.7586,0.6377,90,0
Heart,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,27182,Text,Few-shot-rag,8,5.85,0.0,1.23,0.7667,0.6111,0.7586,0.6769,90,0
Heart,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,11235,Text,Few-shot-rag,8,5.85,0.0,1.2333,0.7111,0.5517,0.5517,0.5517,90,0
Heart,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,16180,Text,Few-shot-rag,8,5.85,0.0,1.2341,0.7333,0.5676,0.7241,0.6364,90,0
Heart,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,27182,List,Few-shot-rag,1,16.85,0.0,2.812,0.7778,0.6552,0.6552,0.6552,90,0
Heart,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,11235,List,Few-shot-rag,1,16.85,0.0,2.8114,0.7222,0.5714,0.5517,0.5614,90,0
Heart,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,16180,List,Few-shot-rag,1,16.85,0.0,2.8125,0.7111,0.5429,0.6552,0.5938,90,0
Heart,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,27182,List,Few-shot-rag,2,16.85,0.0,3.1551,0.8333,0.85,0.5862,0.6939,90,0
Heart,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,11235,List,Few-shot-rag,2,16.85,0.0,3.1551,0.7889,0.7273,0.5517,0.6275,90,0
Heart,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,16180,List,Few-shot-rag,2,16.85,0.0,3.1541,0.7333,0.5806,0.6207,0.6,90,0
Heart,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,27182,List,Few-shot-rag,4,16.85,0.0,3.6801,0.7889,0.75,0.5172,0.6122,90,0
Heart,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,11235,List,Few-shot-rag,4,16.85,0.0,3.6791,0.7778,0.6957,0.5517,0.6154,90,0
Heart,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,16180,List,Few-shot-rag,4,16.85,0.0,3.6793,0.7667,0.6429,0.6207,0.6316,90,0
Heart,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,27182,List,Few-shot-rag,8,16.85,0.0,4.963,0.7667,0.6818,0.5172,0.5882,90,0
Heart,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,11235,List,Few-shot-rag,8,16.85,0.0,4.9587,0.7889,0.7273,0.5517,0.6275,90,0
Heart,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,16180,List,Few-shot-rag,8,16.85,0.0,4.9617,0.7556,0.6129,0.6552,0.6333,90,0
Heart,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,27182,Text,Few-shot-rag,1,16.85,0.0,2.8106,0.7,0.5294,0.6207,0.5714,90,0
Heart,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,11235,Text,Few-shot-rag,1,16.85,0.0,2.811,0.7111,0.5455,0.6207,0.5806,90,0
Heart,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,16180,Text,Few-shot-rag,1,16.85,0.0,2.8106,0.7333,0.5714,0.6897,0.625,90,0
Heart,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,27182,Text,Few-shot-rag,2,16.85,0.0,3.1541,0.7778,0.6552,0.6552,0.6552,90,0
Heart,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,11235,Text,Few-shot-rag,2,16.85,0.0,3.1532,0.7444,0.6,0.6207,0.6102,90,0
Heart,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,16180,Text,Few-shot-rag,2,16.85,0.0,3.1534,0.7333,0.5714,0.6897,0.625,90,0
Heart,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,27182,Text,Few-shot-rag,4,16.85,0.0,3.6796,0.7556,0.6667,0.4828,0.56,90,0
Heart,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,11235,Text,Few-shot-rag,4,16.85,0.0,3.6787,0.7667,0.6818,0.5172,0.5882,90,0
Heart,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,16180,Text,Few-shot-rag,4,16.85,0.0,3.6798,0.7111,0.5517,0.5517,0.5517,90,0
Heart,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,27182,Text,Few-shot-rag,8,16.85,0.0,4.9581,0.7667,0.6818,0.5172,0.5882,90,0
Heart,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,11235,Text,Few-shot-rag,8,16.85,0.0,4.9542,0.7333,0.6087,0.4828,0.5385,90,0
Heart,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,16180,Text,Few-shot-rag,8,16.85,0.0,4.9566,0.7556,0.6061,0.6897,0.6452,90,0
Cancer,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,27182,List,Few-shot-rag,1,3.91,0.0,0.3589,0.5714,0.6111,0.5789,0.5946,35,0
Cancer,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,11235,List,Few-shot-rag,1,3.91,0.0,0.3578,0.4857,0.5385,0.3684,0.4375,35,0
Cancer,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,16180,List,Few-shot-rag,1,3.91,0.0,0.3584,0.5429,0.7143,0.2632,0.3846,35,0
Cancer,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,27182,List,Few-shot-rag,2,3.91,0.0,0.3886,0.6,0.6316,0.6316,0.6316,35,0
Cancer,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,11235,List,Few-shot-rag,2,3.91,0.0,0.3897,0.5714,0.625,0.5263,0.5714,35,0
Cancer,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,16180,List,Few-shot-rag,2,3.91,0.0,0.3892,0.5429,0.6154,0.4211,0.5,35,0
Cancer,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,27182,List,Few-shot-rag,4,3.91,0.0,0.4706,0.6286,0.625,0.7895,0.6977,35,0
Cancer,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,11235,List,Few-shot-rag,4,3.91,0.0,0.4712,0.7143,0.6957,0.8421,0.7619,35,0
Cancer,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,16180,List,Few-shot-rag,4,3.91,0.0,0.4704,0.6571,0.6522,0.7895,0.7143,35,0
Cancer,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,27182,List,Few-shot-rag,8,3.91,0.0,0.6288,0.6857,0.6667,0.8421,0.7442,35,0
Cancer,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,11235,List,Few-shot-rag,8,3.91,0.0,0.632,0.6857,0.6818,0.7895,0.7317,35,0
Cancer,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,16180,List,Few-shot-rag,8,3.91,0.0,0.6319,0.6571,0.64,0.8421,0.7273,35,0
Cancer,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,27182,Text,Few-shot-rag,1,3.91,0.0,0.3585,0.6286,0.6364,0.7368,0.6829,35,0
Cancer,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,11235,Text,Few-shot-rag,1,3.91,0.0,0.3587,0.6286,0.7143,0.5263,0.6061,35,0
Cancer,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,16180,Text,Few-shot-rag,1,3.91,0.0,0.3582,0.5143,0.5714,0.4211,0.4848,35,0
Cancer,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,27182,Text,Few-shot-rag,2,3.91,0.0,0.3863,0.5429,0.56,0.7368,0.6364,35,0
Cancer,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,11235,Text,Few-shot-rag,2,3.91,0.0,0.3864,0.5714,0.6429,0.4737,0.5455,35,0
Cancer,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,16180,Text,Few-shot-rag,2,3.91,0.0,0.3862,0.6286,0.65,0.6842,0.6667,35,0
Cancer,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,27182,Text,Few-shot-rag,4,3.91,0.0,0.4617,0.6857,0.6538,0.8947,0.7556,35,0
Cancer,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,11235,Text,Few-shot-rag,4,3.91,0.0,0.4618,0.6857,0.7,0.7368,0.7179,35,0
Cancer,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,16180,Text,Few-shot-rag,4,3.91,0.0,0.462,0.6,0.6316,0.6316,0.6316,35,0
Cancer,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,27182,Text,Few-shot-rag,8,3.91,0.0,0.6198,0.6571,0.64,0.8421,0.7273,35,0
Cancer,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,11235,Text,Few-shot-rag,8,3.91,0.0,0.6202,0.6571,0.6667,0.7368,0.7,35,0
Cancer,Qwen,Qwen/Qwen2.5-7B-Instruct,Small,16180,Text,Few-shot-rag,8,3.91,0.0,0.6205,0.6,0.619,0.6842,0.65,35,0
Cancer,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,27182,List,Few-shot-rag,1,6.06,0.0,0.6828,0.5429,0.5882,0.5263,0.5556,35,0
Cancer,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,11235,List,Few-shot-rag,1,6.06,0.0,0.6829,0.5429,0.6,0.4737,0.5294,35,0
Cancer,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,16180,List,Few-shot-rag,1,6.06,0.0,0.683,0.6,0.6923,0.4737,0.5625,35,0
Cancer,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,27182,List,Few-shot-rag,2,6.06,0.0,0.7683,0.6,0.6316,0.6316,0.6316,35,0
Cancer,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,11235,List,Few-shot-rag,2,6.06,0.0,0.7687,0.6,0.6316,0.6316,0.6316,35,0
Cancer,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,16180,List,Few-shot-rag,2,6.06,0.0,0.7687,0.6286,0.7143,0.5263,0.6061,35,0
Cancer,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,27182,List,Few-shot-rag,4,6.06,0.0,0.9299,0.6286,0.625,0.7895,0.6977,35,0
Cancer,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,11235,List,Few-shot-rag,4,6.06,0.0,0.9366,0.7143,0.7143,0.7895,0.75,35,0
Cancer,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,16180,List,Few-shot-rag,4,6.06,0.0,0.9366,0.6571,0.6842,0.6842,0.6842,35,0
Cancer,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,27182,List,Few-shot-rag,8,6.06,0.0,1.2574,0.6571,0.64,0.8421,0.7273,35,0
Cancer,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,11235,List,Few-shot-rag,8,6.06,0.0,1.2643,0.6857,0.6818,0.7895,0.7317,35,0
Cancer,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,16180,List,Few-shot-rag,8,6.06,0.0,1.2632,0.6286,0.625,0.7895,0.6977,35,0
Cancer,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,27182,Text,Few-shot-rag,1,6.06,0.0,0.6813,0.5714,0.6,0.6316,0.6154,35,0
Cancer,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,11235,Text,Few-shot-rag,1,6.06,0.0,0.6819,0.7143,0.7368,0.7368,0.7368,35,0
Cancer,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,16180,Text,Few-shot-rag,1,6.06,0.0,0.6814,0.6571,0.6842,0.6842,0.6842,35,0
Cancer,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,27182,Text,Few-shot-rag,2,6.06,0.0,0.7653,0.6286,0.65,0.6842,0.6667,35,0
Cancer,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,11235,Text,Few-shot-rag,2,6.06,0.0,0.7644,0.6286,0.65,0.6842,0.6667,35,0
Cancer,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,16180,Text,Few-shot-rag,2,6.06,0.0,0.7653,0.6286,0.65,0.6842,0.6667,35,0
Cancer,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,27182,Text,Few-shot-rag,4,6.06,0.0,0.9615,0.5714,0.5909,0.6842,0.6341,35,0
Cancer,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,11235,Text,Few-shot-rag,4,6.06,0.0,0.9558,0.6571,0.6667,0.7368,0.7,35,0
Cancer,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,16180,Text,Few-shot-rag,4,6.06,0.0,0.9399,0.7143,0.6957,0.8421,0.7619,35,0
Cancer,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,27182,Text,Few-shot-rag,8,6.06,0.0,1.2332,0.6286,0.625,0.7895,0.6977,35,0
Cancer,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,11235,Text,Few-shot-rag,8,6.06,0.0,1.2346,0.6286,0.6364,0.7368,0.6829,35,0
Cancer,Qwen,Qwen/Qwen2.5-14B-Instruct,Medium,16180,Text,Few-shot-rag,8,6.06,0.0,1.234,0.6857,0.6667,0.8421,0.7442,35,0
Cancer,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,27182,List,Few-shot-rag,1,16.84,0.0,3.1518,0.5143,0.5455,0.6316,0.5854,35,0
Cancer,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,11235,List,Few-shot-rag,1,16.84,0.0,3.153,0.5429,0.5714,0.6316,0.6,35,0
Cancer,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,16180,List,Few-shot-rag,1,16.84,0.0,3.1524,0.6571,0.6842,0.6842,0.6842,35,0
Cancer,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,27182,List,Few-shot-rag,2,16.84,0.0,3.3606,0.6286,0.65,0.6842,0.6667,35,0
Cancer,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,11235,List,Few-shot-rag,2,16.84,0.0,3.3703,0.6286,0.6364,0.7368,0.6829,35,0
Cancer,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,16180,List,Few-shot-rag,2,16.84,0.0,3.3666,0.6571,0.7059,0.6316,0.6667,35,0
Cancer,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,27182,List,Few-shot-rag,4,16.84,0.0,4.1559,0.6286,0.6364,0.7368,0.6829,35,0
Cancer,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,11235,List,Few-shot-rag,4,16.84,0.0,4.1601,0.6286,0.6364,0.7368,0.6829,35,0
Cancer,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,16180,List,Few-shot-rag,4,16.84,0.0,4.1604,0.6571,0.6842,0.6842,0.6842,35,0
Cancer,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,27182,List,Few-shot-rag,8,16.84,0.0,5.484,0.6571,0.6522,0.7895,0.7143,35,0
Cancer,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,11235,List,Few-shot-rag,8,16.84,0.0001,5.5259,0.6571,0.6667,0.7368,0.7,35,0
Cancer,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,16180,List,Few-shot-rag,8,16.84,0.0,5.5211,0.6286,0.625,0.7895,0.6977,35,0
Cancer,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,27182,Text,Few-shot-rag,1,16.84,0.0,3.1487,0.6,0.619,0.6842,0.65,35,0
Cancer,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,11235,Text,Few-shot-rag,1,16.84,0.0,3.1479,0.6571,0.6842,0.6842,0.6842,35,0
Cancer,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,16180,Text,Few-shot-rag,1,16.84,0.0,3.1477,0.6857,0.7222,0.6842,0.7027,35,0
Cancer,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,27182,Text,Few-shot-rag,2,16.84,0.0,3.3387,0.5429,0.5652,0.6842,0.619,35,0
Cancer,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,11235,Text,Few-shot-rag,2,16.84,0.0,3.3373,0.7143,0.6957,0.8421,0.7619,35,0
Cancer,Qwen,Qwen/Qwen2.5-72B-Instruct,Large,16180,Text,Few-shot-rag,2,16.84,0.0,3.3388,0.7143,0.7143,0.7895,0.75,35,0
