Dataset,Familia,Modelo,Tamaño,Semilla,Serializacion,Estrategia,Shots,Tiempo carga (s),Tiempo seleccion (s),Tiempo inferencia (s),Accuracy,Precision,Recall,F1-score,Muestras,Invalidas
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,Text,Few-shot-rag,1,5.65,0.0,0.7254,0.6,0.4583,0.6875,0.55,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,Text,Few-shot-rag,1,5.65,0.0,0.726,0.6333,0.4865,0.5625,0.5217,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,Text,Few-shot-rag,2,5.65,0.0,0.84,0.5889,0.4286,0.5806,0.4932,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,Text,Few-shot-rag,2,5.65,0.0,0.8361,0.5222,0.3922,0.625,0.4819,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,Text,Few-shot-rag,2,5.65,0.0,0.8403,0.6444,0.5,0.6875,0.5789,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,Text,Few-shot-rag,4,5.65,0.0,1.1032,0.5778,0.434,0.7419,0.5476,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,Text,Few-shot-rag,4,5.65,0.0,1.0987,0.5556,0.4231,0.6875,0.5238,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,Text,Few-shot-rag,4,5.65,0.0,1.1024,0.6222,0.48,0.75,0.5854,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,27182,Text,Few-shot-rag,8,5.65,0.0,1.5646,0.6111,0.4565,0.6774,0.5455,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,11235,Text,Few-shot-rag,8,5.65,0.0,1.5524,0.6111,0.4706,0.75,0.5783,90,0
DIA,Mistral,mistralai/Mistral-Nemo-Instruct-2407,Medium,16180,Text,Few-shot-rag,8,5.65,0.0,1.5624,0.6222,0.475,0.5938,0.5278,90,0
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,List,Few-shot-rag,1,13.08,0.0,1.8687,0.5977,0.4444,0.6667,0.5333,90,3
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,List,Few-shot-rag,1,13.08,0.0,1.8941,0.6395,0.5,0.7742,0.6076,90,4
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,List,Few-shot-rag,1,13.08,0.0,1.8152,0.6744,0.5405,0.6452,0.5882,90,4
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,List,Few-shot-rag,2,13.08,0.0,1.9743,0.5056,0.375,0.7,0.4884,90,1
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,List,Few-shot-rag,2,13.08,0.0,1.9457,0.6111,0.4727,0.8125,0.5977,90,0
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,List,Few-shot-rag,2,13.08,0.0,2.0005,0.6207,0.4565,0.7241,0.56,90,3
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,List,Few-shot-rag,4,13.08,0.0,2.2183,0.5333,0.4127,0.8387,0.5532,90,0
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,List,Few-shot-rag,4,13.08,0.0,2.2153,0.5667,0.4426,0.8438,0.5806,90,0
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,List,Few-shot-rag,4,13.08,0.0,2.2177,0.5889,0.4561,0.8125,0.5843,90,0
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,List,Few-shot-rag,8,13.08,0.0,2.7773,0.4222,0.3636,0.9032,0.5185,90,0
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,List,Few-shot-rag,8,13.08,0.0,2.773,0.5333,0.4286,0.9375,0.5882,90,0
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,List,Few-shot-rag,8,13.08,0.0,2.7767,0.5222,0.4127,0.8125,0.5474,90,0
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,Text,Few-shot-rag,1,13.08,0.0,1.892,0.6163,0.4565,0.7241,0.56,90,4
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,Text,Few-shot-rag,1,13.08,0.0,1.8909,0.6667,0.5333,0.75,0.6234,90,3
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,Text,Few-shot-rag,1,13.08,0.0,1.8921,0.6897,0.5526,0.6774,0.6087,90,3
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,Text,Few-shot-rag,2,13.08,0.0,1.9734,0.5393,0.4107,0.7419,0.5287,90,1
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,Text,Few-shot-rag,2,13.08,0.0,1.9978,0.5909,0.463,0.7812,0.5814,90,2
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,Text,Few-shot-rag,2,13.08,0.0,1.9729,0.618,0.48,0.75,0.5854,90,1
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,Text,Few-shot-rag,4,13.08,0.0,2.2172,0.4667,0.3768,0.8387,0.52,90,0
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,Text,Few-shot-rag,4,13.08,0.0,2.2146,0.5333,0.4194,0.8125,0.5532,90,0
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,Text,Few-shot-rag,4,13.08,0.0,2.2168,0.6,0.4615,0.75,0.5714,90,0
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,27182,Text,Few-shot-rag,8,13.08,0.0,2.7712,0.4333,0.3649,0.871,0.5143,90,0
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,11235,Text,Few-shot-rag,8,13.08,0.0,2.7656,0.4667,0.3889,0.875,0.5385,90,0
DIA,Mistral,mistralai/Mixtral-8x7B-Instruct-v0.1,Large,16180,Text,Few-shot-rag,8,13.08,0.0,2.7709,0.5444,0.4286,0.8438,0.5684,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,List,Few-shot-rag,1,4.25,0.0,0.3149,0.3556,0.3333,1.0,0.5,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,List,Few-shot-rag,1,4.25,0.0,0.3141,0.3444,0.3295,1.0,0.4957,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,List,Few-shot-rag,1,4.25,0.0,0.3145,0.3444,0.3295,1.0,0.4957,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,List,Few-shot-rag,2,4.25,0.0,0.3563,0.4,0.3457,0.9655,0.5091,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,List,Few-shot-rag,2,4.25,0.0,0.3562,0.3556,0.3294,0.9655,0.4912,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,List,Few-shot-rag,2,4.25,0.0,0.3563,0.3667,0.3333,0.9655,0.4956,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,List,Few-shot-rag,4,4.25,0.0,0.4345,0.5333,0.403,0.931,0.5625,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,List,Few-shot-rag,4,4.25,0.0,0.4346,0.5111,0.3846,0.8621,0.5319,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,List,Few-shot-rag,4,4.25,0.0,0.4344,0.5444,0.4091,0.931,0.5684,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,List,Few-shot-rag,8,4.25,0.0,0.6041,0.7111,0.5366,0.7586,0.6286,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,List,Few-shot-rag,8,4.25,0.0,0.604,0.6778,0.5,0.7931,0.6133,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,List,Few-shot-rag,8,4.25,0.0,0.6043,0.6556,0.4792,0.7931,0.5974,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,Text,Few-shot-rag,1,4.25,0.0,0.3132,0.3556,0.3294,0.9655,0.4912,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,Text,Few-shot-rag,1,4.25,0.0,0.3136,0.3222,0.3182,0.9655,0.4786,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,Text,Few-shot-rag,1,4.25,0.0,0.3136,0.3444,0.3256,0.9655,0.487,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,Text,Few-shot-rag,2,4.25,0.0,0.3557,0.3778,0.3412,1.0,0.5088,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,Text,Few-shot-rag,2,4.25,0.0,0.3558,0.3222,0.314,0.931,0.4696,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,Text,Few-shot-rag,2,4.25,0.0,0.3558,0.3889,0.3452,1.0,0.5133,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,Text,Few-shot-rag,4,4.25,0.0,0.4333,0.5889,0.4286,0.8276,0.5647,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,Text,Few-shot-rag,4,4.25,0.0,0.4335,0.4778,0.3636,0.8276,0.5053,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,Text,Few-shot-rag,4,4.25,0.0,0.4339,0.4333,0.3382,0.7931,0.4742,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,Text,Few-shot-rag,8,4.25,0.0,0.6021,0.6444,0.4595,0.5862,0.5152,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,Text,Few-shot-rag,8,4.25,0.0,0.6024,0.6556,0.4773,0.7241,0.5753,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,Text,Few-shot-rag,8,4.25,0.0,0.6023,0.5778,0.4118,0.7241,0.525,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,List,Few-shot-rag,1,6.08,0.0,0.4142,0.7556,0.6842,0.4483,0.5417,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,List,Few-shot-rag,1,6.08,0.0,0.4137,0.7,0.55,0.3793,0.449,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,List,Few-shot-rag,1,6.08,0.0,0.4141,0.6778,0.5,0.3448,0.4082,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,List,Few-shot-rag,2,6.08,0.0,0.4361,0.7556,0.6842,0.4483,0.5417,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,List,Few-shot-rag,2,6.08,0.0,0.4356,0.7,0.5556,0.3448,0.4255,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,List,Few-shot-rag,2,6.08,0.0,0.4362,0.6889,0.5294,0.3103,0.3913,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,List,Few-shot-rag,4,6.08,0.0,0.4772,0.7111,0.6364,0.2414,0.35,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,List,Few-shot-rag,4,6.08,0.0,0.4772,0.6667,0.4615,0.2069,0.2857,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,List,Few-shot-rag,4,6.08,0.0,0.4783,0.7111,0.6364,0.2414,0.35,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,List,Few-shot-rag,8,6.08,0.0,0.5571,0.7222,0.75,0.2069,0.3243,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,List,Few-shot-rag,8,6.08,0.0,0.5573,0.6444,0.3333,0.1034,0.1579,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,List,Few-shot-rag,8,6.08,0.0,0.5579,0.6889,0.6,0.1034,0.1765,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,Text,Few-shot-rag,1,6.08,0.0,0.4148,0.7444,0.7143,0.3448,0.4651,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,Text,Few-shot-rag,1,6.08,0.0,0.4129,0.6667,0.4615,0.2069,0.2857,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,Text,Few-shot-rag,1,6.08,0.0,0.4134,0.7111,0.5882,0.3448,0.4348,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,Text,Few-shot-rag,2,6.08,0.0,0.4358,0.7444,0.6875,0.3793,0.4889,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,Text,Few-shot-rag,2,6.08,0.0,0.4378,0.6778,0.5,0.2759,0.3556,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,Text,Few-shot-rag,2,6.08,0.0,0.4357,0.6889,0.5294,0.3103,0.3913,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,Text,Few-shot-rag,4,6.08,0.0,0.4764,0.7444,0.8,0.2759,0.4103,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,Text,Few-shot-rag,4,6.08,0.0,0.4771,0.6778,0.5,0.2069,0.2927,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,Text,Few-shot-rag,4,6.08,0.0,0.4765,0.6556,0.4,0.1379,0.2051,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,Text,Few-shot-rag,8,6.08,0.0,0.5554,0.7333,1.0,0.1724,0.2941,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,Text,Few-shot-rag,8,6.08,0.0,0.5554,0.6889,0.5556,0.1724,0.2632,90,0
Heart,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,Text,Few-shot-rag,8,6.08,0.0,0.5552,0.6778,0.5,0.1034,0.1714,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,List,Few-shot-rag,1,16.73,0.0,2.6608,0.6667,0.4865,0.6207,0.5455,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,List,Few-shot-rag,1,16.73,0.0,2.6564,0.6889,0.5143,0.6207,0.5625,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,List,Few-shot-rag,1,16.73,0.0,2.6572,0.6222,0.4419,0.6552,0.5278,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,List,Few-shot-rag,2,16.73,0.0,2.9582,0.6889,0.5135,0.6552,0.5758,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,List,Few-shot-rag,2,16.73,0.0,2.9599,0.7444,0.5882,0.6897,0.6349,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,List,Few-shot-rag,2,16.73,0.0,2.9598,0.6889,0.5128,0.6897,0.5882,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,List,Few-shot-rag,4,16.73,0.0,3.5617,0.7222,0.5556,0.6897,0.6154,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,List,Few-shot-rag,4,16.73,0.0,3.562,0.6889,0.5128,0.6897,0.5882,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,List,Few-shot-rag,4,16.73,0.0,3.5609,0.6778,0.5,0.6552,0.5672,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,List,Few-shot-rag,8,16.73,0.0,5.0348,0.7222,0.5588,0.6552,0.6032,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,List,Few-shot-rag,8,16.73,0.0,5.0305,0.7667,0.6176,0.7241,0.6667,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,List,Few-shot-rag,8,16.73,0.0,5.0312,0.7,0.5278,0.6552,0.5846,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,Text,Few-shot-rag,1,16.73,0.0,2.6497,0.6333,0.4474,0.5862,0.5075,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,Text,Few-shot-rag,1,16.73,0.0,2.6511,0.7,0.5238,0.7586,0.6197,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,Text,Few-shot-rag,1,16.73,0.0,2.6513,0.6667,0.4884,0.7241,0.5833,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,Text,Few-shot-rag,2,16.73,0.0,2.9606,0.7111,0.5405,0.6897,0.6061,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,Text,Few-shot-rag,2,16.73,0.0,2.9625,0.7111,0.5385,0.7241,0.6176,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,Text,Few-shot-rag,2,16.73,0.0,2.9616,0.6444,0.4634,0.6552,0.5429,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,Text,Few-shot-rag,4,16.73,0.0,3.5446,0.7222,0.5588,0.6552,0.6032,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,Text,Few-shot-rag,4,16.73,0.0,3.5425,0.7222,0.5588,0.6552,0.6032,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,Text,Few-shot-rag,4,16.73,0.0,3.5485,0.6889,0.5122,0.7241,0.6,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,Text,Few-shot-rag,8,16.73,0.0,4.9859,0.7667,0.625,0.6897,0.6557,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,Text,Few-shot-rag,8,16.73,0.0,4.9699,0.7333,0.5926,0.5517,0.5714,90,0
Heart,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,Text,Few-shot-rag,8,16.73,0.0,4.9834,0.7,0.5278,0.6552,0.5846,90,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,List,Few-shot-rag,1,4.53,0.0,0.3766,0.6,0.5862,0.8947,0.7083,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,List,Few-shot-rag,1,4.53,0.0,0.3615,0.6,0.6,0.7895,0.6818,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,List,Few-shot-rag,1,4.53,0.0,0.3614,0.6857,0.7,0.7368,0.7179,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,List,Few-shot-rag,2,4.53,0.0,0.4002,0.6857,0.6538,0.8947,0.7556,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,List,Few-shot-rag,2,4.53,0.0,0.4009,0.6857,0.6429,0.9474,0.766,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,List,Few-shot-rag,2,4.53,0.0,0.4005,0.7143,0.6552,1.0,0.7917,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,List,Few-shot-rag,4,4.53,0.0,0.4943,0.6571,0.6522,0.7895,0.7143,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,List,Few-shot-rag,4,4.53,0.0,0.495,0.7714,0.7037,1.0,0.8261,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,List,Few-shot-rag,4,4.53,0.0,0.4929,0.7143,0.68,0.8947,0.7727,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,List,Few-shot-rag,8,4.53,0.0,0.6587,0.6,0.5806,0.9474,0.72,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,List,Few-shot-rag,8,4.53,0.0,0.6592,0.6857,0.6333,1.0,0.7755,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,List,Few-shot-rag,8,4.53,0.0,0.6591,0.6,0.5806,0.9474,0.72,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,Text,Few-shot-rag,1,4.53,0.0,0.3607,0.5714,0.5769,0.7895,0.6667,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,Text,Few-shot-rag,1,4.53,0.0,0.3607,0.7143,0.6957,0.8421,0.7619,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,Text,Few-shot-rag,1,4.53,0.0,0.361,0.6571,0.6522,0.7895,0.7143,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,Text,Few-shot-rag,2,4.53,0.0,0.3961,0.6286,0.6154,0.8421,0.7111,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,Text,Few-shot-rag,2,4.53,0.0,0.3961,0.6857,0.6667,0.8421,0.7442,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,Text,Few-shot-rag,2,4.53,0.0,0.3963,0.6571,0.6522,0.7895,0.7143,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,Text,Few-shot-rag,4,4.53,0.0,0.4919,0.6,0.6,0.7895,0.6818,35,0
