Dataset,Familia,Modelo,Tamaño,Semilla,Serializacion,Estrategia,Shots,Tiempo carga (s),Tiempo seleccion (s),Tiempo inferencia (s),Accuracy,Precision,Recall,F1-score,Muestras,Invalidas
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,Text,Few-shot-rag,4,4.53,0.0,0.4911,0.7714,0.72,0.9474,0.8182,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,Text,Few-shot-rag,4,4.53,0.0,0.4916,0.6857,0.6818,0.7895,0.7317,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,Text,Few-shot-rag,8,4.53,0.0,0.6479,0.6,0.5806,0.9474,0.72,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,Text,Few-shot-rag,8,4.53,0.0,0.6489,0.6286,0.6,0.9474,0.7347,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,Text,Few-shot-rag,8,4.53,0.0,0.6494,0.6286,0.6,0.9474,0.7347,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,List,Few-shot-rag,1,6.32,0.0,0.6603,0.5143,0.5417,0.6842,0.6047,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,List,Few-shot-rag,1,6.32,0.0,0.6498,0.6857,0.6667,0.8421,0.7442,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,List,Few-shot-rag,1,6.32,0.0,0.6628,0.5714,0.5833,0.7368,0.6512,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,List,Few-shot-rag,2,6.32,0.0,0.5659,0.5714,0.5833,0.7368,0.6512,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,List,Few-shot-rag,2,6.32,0.0,0.6141,0.7429,0.7083,0.8947,0.7907,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,List,Few-shot-rag,2,6.32,0.0,0.6083,0.5714,0.5833,0.7368,0.6512,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,List,Few-shot-rag,4,6.32,0.0,0.5333,0.5143,0.55,0.5789,0.5641,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,List,Few-shot-rag,4,6.32,0.0,0.5395,0.7429,0.7083,0.8947,0.7907,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,List,Few-shot-rag,4,6.32,0.0,0.5451,0.6286,0.65,0.6842,0.6667,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,List,Few-shot-rag,8,6.32,0.0,0.8343,0.6,0.6316,0.6316,0.6316,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,List,Few-shot-rag,8,6.32,0.0,0.8358,0.7714,0.7391,0.8947,0.8095,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,List,Few-shot-rag,8,6.32,0.0,0.837,0.6857,0.7222,0.6842,0.7027,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,Text,Few-shot-rag,1,6.32,0.0,0.4663,0.5143,0.5417,0.6842,0.6047,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,Text,Few-shot-rag,1,6.32,0.0,0.4658,0.6571,0.6667,0.7368,0.7,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,Text,Few-shot-rag,1,6.32,0.0,0.4666,0.6,0.6087,0.7368,0.6667,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,Text,Few-shot-rag,2,6.32,0.0,0.4921,0.5143,0.5417,0.6842,0.6047,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,Text,Few-shot-rag,2,6.32,0.0,0.4917,0.6857,0.7,0.7368,0.7179,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,Text,Few-shot-rag,2,6.32,0.0,0.4914,0.6286,0.625,0.7895,0.6977,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,Text,Few-shot-rag,4,6.32,0.0,0.5325,0.5714,0.5909,0.6842,0.6341,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,Text,Few-shot-rag,4,6.32,0.0,0.5324,0.6857,0.6818,0.7895,0.7317,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,Text,Few-shot-rag,4,6.32,0.0,0.5332,0.6286,0.65,0.6842,0.6667,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,Text,Few-shot-rag,8,6.32,0.0,0.6157,0.5429,0.5882,0.5263,0.5556,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,Text,Few-shot-rag,8,6.32,0.0,0.6167,0.7143,0.7143,0.7895,0.75,35,0
Cancer,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,Text,Few-shot-rag,8,6.32,0.0,0.6171,0.5429,0.6,0.4737,0.5294,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,List,Few-shot-rag,1,17.21,0.0,2.9701,0.5143,0.5556,0.5263,0.5405,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,List,Few-shot-rag,1,17.21,0.0,2.9723,0.5143,0.5625,0.4737,0.5143,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,List,Few-shot-rag,1,17.21,0.0,2.9706,0.6857,0.7857,0.5789,0.6667,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,List,Few-shot-rag,2,17.21,0.0,3.2401,0.6,0.619,0.6842,0.65,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,List,Few-shot-rag,2,17.21,0.0,3.253,0.6571,0.6667,0.7368,0.7,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,List,Few-shot-rag,2,17.21,0.0,3.2489,0.6857,0.7,0.7368,0.7179,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,List,Few-shot-rag,4,17.21,0.0,3.9736,0.6,0.6087,0.7368,0.6667,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,List,Few-shot-rag,4,17.21,0.0,3.9731,0.6857,0.6538,0.8947,0.7556,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,List,Few-shot-rag,4,17.21,0.0,3.9727,0.6,0.5926,0.8421,0.6957,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,List,Few-shot-rag,8,17.21,0.0,5.5517,0.5714,0.5714,0.8421,0.6809,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,List,Few-shot-rag,8,17.21,0.0,5.5502,0.6,0.5862,0.8947,0.7083,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,List,Few-shot-rag,8,17.21,0.0,5.5504,0.5714,0.5667,0.8947,0.6939,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,Text,Few-shot-rag,1,17.21,0.0,2.9664,0.6,0.6087,0.7368,0.6667,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,Text,Few-shot-rag,1,17.21,0.0,2.9664,0.7143,0.7143,0.7895,0.75,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,Text,Few-shot-rag,1,17.21,0.0,2.9665,0.7143,0.6957,0.8421,0.7619,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,Text,Few-shot-rag,2,17.21,0.0,3.1774,0.5714,0.5833,0.7368,0.6512,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,Text,Few-shot-rag,2,17.21,0.0,3.1768,0.6857,0.6667,0.8421,0.7442,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,Text,Few-shot-rag,2,17.21,0.0,3.1766,0.8,0.75,0.9474,0.8372,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,Text,Few-shot-rag,4,17.21,0.0,3.9517,0.6286,0.6071,0.8947,0.7234,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,Text,Few-shot-rag,4,17.21,0.0,3.945,0.6571,0.6296,0.8947,0.7391,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,Text,Few-shot-rag,4,17.21,0.0,3.9484,0.7143,0.6552,1.0,0.7917,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,Text,Few-shot-rag,8,17.21,0.0,5.3438,0.6,0.5862,0.8947,0.7083,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,Text,Few-shot-rag,8,17.21,0.0,5.3613,0.6286,0.6071,0.8947,0.7234,35,0
Cancer,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,Text,Few-shot-rag,8,17.21,0.0,5.3754,0.5714,0.5625,0.9474,0.7059,35,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,List,Few-shot-rag,1,4.36,0.0,0.4716,0.4,0.3425,0.8065,0.4808,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,List,Few-shot-rag,1,4.36,0.0,0.4706,0.4556,0.3692,0.75,0.4948,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,List,Few-shot-rag,1,4.36,0.0,0.4714,0.5222,0.4127,0.8125,0.5474,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,List,Few-shot-rag,2,4.36,0.0,0.5405,0.4889,0.3944,0.9032,0.549,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,List,Few-shot-rag,2,4.36,0.0,0.5388,0.5,0.4058,0.875,0.5545,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,List,Few-shot-rag,2,4.36,0.0,0.5412,0.5778,0.4516,0.875,0.5957,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,List,Few-shot-rag,4,4.36,0.0,0.6992,0.4222,0.3704,0.9677,0.5357,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,List,Few-shot-rag,4,4.36,0.0,0.6977,0.4333,0.3797,0.9375,0.5405,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,List,Few-shot-rag,4,4.36,0.0,0.6986,0.4333,0.3766,0.9062,0.5321,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,List,Few-shot-rag,8,4.36,0.0,1.0057,0.3333,0.3371,0.9677,0.5,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,List,Few-shot-rag,8,4.36,0.0,1.0012,0.3556,0.3556,1.0,0.5246,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,List,Few-shot-rag,8,4.36,0.0,1.0081,0.3667,0.3563,0.9688,0.521,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,Text,Few-shot-rag,1,4.36,0.0,0.4723,0.5667,0.4355,0.871,0.5806,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,Text,Few-shot-rag,1,4.36,0.0,0.4716,0.6222,0.4828,0.875,0.6222,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,Text,Few-shot-rag,1,4.36,0.0,0.4724,0.5556,0.4333,0.8125,0.5652,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,Text,Few-shot-rag,2,4.36,0.0,0.5455,0.4778,0.3889,0.9032,0.5437,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,Text,Few-shot-rag,2,4.36,0.0,0.5434,0.4778,0.3913,0.8438,0.5347,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,Text,Few-shot-rag,2,4.36,0.0,0.5449,0.6,0.4677,0.9062,0.617,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,Text,Few-shot-rag,4,4.36,0.0,0.7022,0.4111,0.3625,0.9355,0.5225,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,Text,Few-shot-rag,4,4.36,0.0,0.7005,0.3889,0.3544,0.875,0.5045,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,Text,Few-shot-rag,4,4.36,0.0,0.7016,0.4667,0.3857,0.8438,0.5294,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,27182,Text,Few-shot-rag,8,4.36,0.0,1.0175,0.3333,0.3371,0.9677,0.5,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,11235,Text,Few-shot-rag,8,4.36,0.0,1.0084,0.3333,0.3409,0.9375,0.5,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-7b-chat,Small,16180,Text,Few-shot-rag,8,4.36,0.0,1.0184,0.3667,0.3596,1.0,0.5289,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,List,Few-shot-rag,1,6.58,0.0,0.7338,0.7333,0.6522,0.4839,0.5556,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,List,Few-shot-rag,1,6.58,0.0,0.7441,0.7667,0.7391,0.5312,0.6182,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,List,Few-shot-rag,1,6.58,0.0,0.7334,0.6556,0.5238,0.3438,0.4151,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,List,Few-shot-rag,2,6.58,0.0,0.6239,0.7444,0.7857,0.3548,0.4889,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,List,Few-shot-rag,2,6.58,0.0,0.6191,0.7222,0.7692,0.3125,0.4444,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,List,Few-shot-rag,2,6.58,0.0,0.6228,0.6778,0.5714,0.375,0.4528,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,List,Few-shot-rag,4,6.58,0.0,0.6913,0.7222,0.75,0.2903,0.4186,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,List,Few-shot-rag,4,6.58,0.0,0.6847,0.7111,0.875,0.2188,0.35,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,List,Few-shot-rag,4,6.58,0.0,0.6895,0.7111,0.8,0.25,0.381,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,List,Few-shot-rag,8,6.58,0.0,0.8482,0.7,1.0,0.129,0.2286,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,List,Few-shot-rag,8,6.58,0.0,0.8478,0.6667,0.625,0.1562,0.25,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,List,Few-shot-rag,8,6.58,0.0,0.8488,0.6889,0.75,0.1875,0.3,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,Text,Few-shot-rag,1,6.58,0.0,0.5785,0.6556,0.5,0.4194,0.4561,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,Text,Few-shot-rag,1,6.58,0.0,0.5784,0.6778,0.5714,0.375,0.4528,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,Text,Few-shot-rag,1,6.58,0.0,0.5793,0.7111,0.75,0.2812,0.4091,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,Text,Few-shot-rag,2,6.58,0.0,0.6143,0.7111,0.619,0.4194,0.5,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,Text,Few-shot-rag,2,6.58,0.0,0.6155,0.6778,0.6,0.2812,0.383,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,Text,Few-shot-rag,2,6.58,0.0,0.6137,0.6667,0.5833,0.2188,0.3182,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,Text,Few-shot-rag,4,6.58,0.0,0.6927,0.7222,0.875,0.2258,0.359,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,Text,Few-shot-rag,4,6.58,0.0,0.6862,0.7111,0.8,0.25,0.381,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,Text,Few-shot-rag,4,6.58,0.0,0.6872,0.6778,0.6667,0.1875,0.2927,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,27182,Text,Few-shot-rag,8,6.58,0.0,0.8543,0.6556,0.5,0.129,0.2051,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,11235,Text,Few-shot-rag,8,6.58,0.0,0.8525,0.6778,0.7143,0.1562,0.2564,90,0
DIA,DeepSeek,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,Medium,16180,Text,Few-shot-rag,8,6.58,0.0,0.859,0.6778,0.8,0.125,0.2162,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,List,Few-shot-rag,1,16.51,0.0,3.8117,0.6778,0.5294,0.5806,0.5538,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,List,Few-shot-rag,1,16.51,0.0,3.8107,0.6889,0.5556,0.625,0.5882,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,List,Few-shot-rag,1,16.51,0.0,3.8113,0.6889,0.5714,0.5,0.5333,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,List,Few-shot-rag,2,16.51,0.0,4.3642,0.6111,0.4444,0.5161,0.4776,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,List,Few-shot-rag,2,16.51,0.0,4.3497,0.6556,0.5116,0.6875,0.5867,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,List,Few-shot-rag,2,16.51,0.0,4.3668,0.6889,0.5556,0.625,0.5882,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,List,Few-shot-rag,4,16.51,0.0,5.6957,0.6667,0.5111,0.7419,0.6053,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,List,Few-shot-rag,4,16.51,0.0,5.6872,0.6111,0.4681,0.6875,0.557,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,List,Few-shot-rag,4,16.51,0.0,5.6965,0.6556,0.5106,0.75,0.6076,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,List,Few-shot-rag,8,16.51,0.0001,7.9231,0.5778,0.4186,0.5806,0.4865,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,List,Few-shot-rag,8,16.51,0.0001,7.9013,0.6556,0.5116,0.6875,0.5867,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,List,Few-shot-rag,8,16.51,0.0,7.9254,0.7444,0.6364,0.6562,0.6462,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,Text,Few-shot-rag,1,16.51,0.0,3.8165,0.6889,0.5484,0.5484,0.5484,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,Text,Few-shot-rag,1,16.51,0.0,3.8145,0.7,0.5714,0.625,0.597,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,Text,Few-shot-rag,1,16.51,0.0,3.816,0.7444,0.6667,0.5625,0.6102,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,Text,Few-shot-rag,2,16.51,0.0,4.385,0.6556,0.5,0.5806,0.5373,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,Text,Few-shot-rag,2,16.51,0.0,4.371,0.6111,0.4615,0.5625,0.507,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,Text,Few-shot-rag,2,16.51,0.0,4.3851,0.6667,0.5333,0.5,0.5161,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,Text,Few-shot-rag,4,16.51,0.0,5.7126,0.6,0.4528,0.7742,0.5714,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,Text,Few-shot-rag,4,16.51,0.0,5.6968,0.5333,0.4,0.625,0.4878,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,Text,Few-shot-rag,4,16.51,0.0,5.7162,0.6556,0.5128,0.625,0.5634,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,27182,Text,Few-shot-rag,8,16.51,0.0,7.9926,0.7111,0.561,0.7419,0.6389,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,11235,Text,Few-shot-rag,8,16.51,0.0,7.9474,0.6,0.4524,0.5938,0.5135,90,0
DIA,DeepSeek,deepseek-ai/deepseek-llm-67b-chat,Large,16180,Text,Few-shot-rag,8,16.51,0.0,7.9974,0.6444,0.5,0.5938,0.5429,90,0
